#{"t_start": 1745342090.7553267, "env_id": "None"}
r,l,t
-18611.054837,1,6.118324
-17896.15661,1,6.120288
-18330.645856,1,6.122294
-17658.226053,1,6.125608
-19496.674445,1,6.127614
-17744.039099,1,6.129621
-16864.265838,1,6.131679
-19748.106717,1,6.135057
-19275.505152,1,6.13811
-19427.778014,1,6.141176
-21341.075626,1,6.143184
-18641.538024,1,6.145191
-18427.852457,1,6.147273
-18178.51167,1,6.150285
-19442.626492,1,6.152436
-20381.126676,1,6.154464
-18776.698114,1,6.157807
-19248.872735,1,6.159878
-18973.573883,1,6.161963
-19617.263042,1,6.163992
-17707.58597,1,6.167301
-19316.416862,1,6.169308
-17531.514447,1,6.171331
-15600.951149,1,6.174397
-18484.170824,1,6.176407
-17528.780439,1,6.178441
-17204.014357,1,6.180452
-18714.653965,1,6.182671
-18483.915747,1,6.185682
-18363.328679,1,6.186685
-19017.523752,1,6.1904
-17739.561518,1,6.192413
-18314.161914,1,6.194448
-18478.80374,1,6.196456
-16274.744841,1,6.199569
-19051.657274,1,6.20156
-18128.214651,1,6.203638
-18933.603035,1,6.206845
-16910.076585,1,6.20892
-16508.455778,1,6.21193
-19521.457908,1,6.214424
-17411.814536,1,6.21775
-17668.157604,1,6.221111
-17139.859474,1,6.223439
-17427.558528,1,6.226938
-19530.049261,1,6.229159
-18405.291872,1,6.231272
-19084.993624,1,6.233296
-18721.434786,1,6.236423
-18120.088438,1,6.238503
-18525.298984,1,6.239974
-19184.317953,1,6.243052
-18654.304106,1,6.245123
-18227.972859,1,6.247154
-19451.895848,1,6.249166
-18860.404107,1,6.251234
-19187.201163,1,6.254262
-19630.857093,1,6.256324
-17658.858513,1,6.258352
-20318.523699,1,6.262542
-19294.303497,1,6.267598
-16238.102872,1,7.102617
-19015.831231,1,7.104743
-16375.609932,1,7.107752
-18662.270666,1,7.109803
-18285.676923,1,7.112849
-17785.689476,1,7.115887
-18380.953915,1,7.117935
-18654.542382,1,7.120977
-18829.773018,1,7.122983
-18619.698755,1,7.126203
-20414.798929,1,7.12839
-18100.783205,1,7.1317
-17128.450611,1,7.134735
-18045.524948,1,7.137775
-17556.528672,1,7.140267
-17816.791025,1,7.142305
-18538.732119,1,7.145346
-19651.40426,1,7.148392
-18543.692803,1,7.151425
-19488.106269,1,7.154417
-18494.866678,1,7.157684
-17827.899678,1,7.159901
-20443.714951,1,7.163236
-18877.690812,1,7.166137
-19640.010736,1,7.169127
-17855.499665,1,7.172117
-16917.732926,1,7.175108
-21261.008896,1,7.178098
-18949.522203,1,7.181088
-18746.870036,1,7.184078
-18514.422818,1,7.187529
-18640.393186,1,7.190756
-18354.879758,1,7.194059
-19367.338679,1,7.19629
-16871.061841,1,7.199569
-19643.396781,1,7.202897
-18709.784036,1,7.205081
-18738.652542,1,7.209209
-19214.042526,1,7.213277
-20499.941541,1,7.216282
-18235.978898,1,7.218323
-17056.373348,1,7.221337
-18402.283939,1,7.223371
-17809.636219,1,7.225373
-17368.220142,1,7.229397
-20556.777533,1,7.233384
-18199.476581,1,7.236374
-19142.067354,1,7.239364
-19531.704901,1,7.242354
-18333.614028,1,7.245344
-19912.79831,1,7.248334
-18360.488151,1,7.252321
-19055.686591,1,7.25531
-18818.35458,1,7.258355
-18759.946355,1,7.260361
-17851.857716,1,7.263415
-19343.55938,1,7.266449
-19070.820597,1,7.269459
-18852.784504,1,7.272541
-19087.686419,1,7.277001
-18714.461772,1,7.280333
-19149.985086,1,7.283696
-19892.299072,1,7.288155
-17201.138748,1,7.290748
-17797.572444,1,7.293891
-18860.668107,1,7.296086
-18073.731531,1,7.298284
-19603.447269,1,7.300492
-19044.845287,1,7.302669
-20466.642056,1,7.304911
-18358.903171,1,7.307132
-18094.520453,1,7.309318
-19589.0197,1,7.311564
-19026.484857,1,7.313768
-18413.506906,1,7.316035
-19959.699382,1,7.318236
-20205.98421,1,7.320436
-17854.434176,1,7.322692
-18909.600664,1,7.324879
-19590.760097,1,7.327072
-17440.424308,1,7.329269
-18909.311514,1,7.33145
-18277.144333,1,7.333654
-17967.965862,1,7.336967
-18418.167127,1,7.339088
-19069.946959,1,7.341416
-18467.503261,1,7.343613
-17709.175265,1,7.34581
-17428.695802,1,7.347996
-18374.450058,1,7.350202
-18873.261163,1,7.352331
-20677.707001,1,7.354605
-19344.096314,1,7.357812
-17881.437123,1,7.360028
-17616.270091,1,7.362243
-18876.843155,1,7.364443
-17534.914542,1,7.366653
-17472.834208,1,7.368943
-20140.868201,1,7.371167
-18301.191395,1,7.373331
-18512.38559,1,7.375521
-18123.297986,1,7.377767
-18591.026121,1,7.379967
-19251.350704,1,7.382177
-18319.437369,1,7.38438
-18151.154174,1,7.38769
-19236.983583,1,7.389781
-16912.825534,1,7.391493
-19561.035448,1,7.393781
-19012.949615,1,7.395988
-16617.450944,1,7.398193
-18724.037318,1,7.402368
-19996.212381,1,7.405409
-19281.596247,1,7.408597
-18591.254606,1,7.411623
-16914.813511,1,7.414687
-18402.895707,1,7.416681
-18029.539803,1,7.4187
-19240.787038,1,7.420767
-19379.546677,1,7.423979
-18064.761834,1,7.425998
-18978.33601,1,7.427992
-16602.614037,1,7.429985
-18738.552888,1,7.432043
-18889.75341,1,7.434172
-18669.408341,1,7.437308
-18742.469098,1,7.439335
-19475.380701,1,7.441352
-19781.672137,1,7.443345
-17953.498479,1,7.446391
-18387.471045,1,7.448396
-18892.942403,1,7.450426
-17803.131856,1,7.452419
-18536.300716,1,7.454546
-18686.15598,1,7.457101
-19799.872042,1,7.460089
-16541.952715,1,7.462131
-18045.815609,1,7.464136
-18390.977191,1,7.466198
-17919.3647,1,7.468204
-17635.32085,1,7.471233
-20192.382549,1,7.473549
-18776.956854,1,7.481435
-18923.481417,1,7.485538
-16659.947622,1,7.492427
-21042.779806,1,7.496651
-18772.414336,1,7.498742
-17544.267753,1,7.500821
-19466.574878,1,7.503002
-17452.701072,1,7.5066
-18127.494336,1,7.508606
-18035.159647,1,7.510612
-18736.550162,1,7.512752
-18097.65647,1,7.514762
-17549.805802,1,7.516921
-18786.958017,1,7.519936
-18588.590738,1,7.521951
-18598.461478,1,7.523944
-16982.232578,1,7.525938
-16787.315383,1,7.528928
-18772.404404,1,7.530921
-18749.386983,1,7.532914
-17858.328739,1,7.535071
-18194.673119,1,7.537081
-20003.955422,1,7.541346
-16112.835253,1,7.544459
-16066.06552,1,7.546502
-18478.361212,1,7.549606
-19137.950323,1,7.551664
-19693.424371,1,7.553817
-18034.083423,1,7.555921
-17815.331567,1,7.558985
-18806.565967,1,7.561065
-18844.01661,1,7.563132
-18939.89258,1,7.565217
-18572.751033,1,7.567257
-18741.326694,1,7.569386
-19848.774861,1,7.572605
-19656.530777,1,7.574641
-17364.879518,1,7.576741
-18565.488079,1,7.578839
-19826.037541,1,7.582053
-18847.437617,1,7.585135
-17681.786387,1,7.588166
-18533.99359,1,7.590862
-19276.985161,1,7.593093
-19264.351351,1,7.595284
-17242.83856,1,7.596394
-18531.309326,1,7.598654
-18560.954013,1,7.601136
-18939.77492,1,7.604322
-18587.577321,1,7.60646
-18925.520178,1,7.609611
-18875.538922,1,7.612641
-18351.934991,1,7.615665
-17937.0358,1,7.618655
-18519.840794,1,7.620648
-19163.080022,1,7.623064
-19829.319149,1,7.625136
-19110.241385,1,7.628205
-19870.095502,1,7.630225
-19843.822145,1,7.632219
-17092.171612,1,7.634254
-19754.477017,1,7.636261
-17200.248174,1,7.639415
-17117.323173,1,7.641442
-19475.288844,1,7.643562
-20299.848498,1,7.6456
-18788.691689,1,7.648594
-17888.043824,1,7.65064
-19933.204756,1,7.652651
-18273.332438,1,7.655677
-19722.410629,1,7.65767
-17714.056571,1,7.659694
-19068.411698,1,7.661844
-18077.809612,1,7.664863
-18734.702441,1,7.666857
-19834.839805,1,7.66885
-19822.915761,1,7.670914
-19713.550288,1,7.673371
-19092.941205,1,7.675389
-18153.257606,1,7.678494
-17969.377485,1,7.680526
-17351.150678,1,7.682638
-17184.266237,1,7.684631
-18679.792201,1,7.687659
-19594.325879,1,7.689621
-18090.996126,1,7.691659
-18883.617963,1,7.694649
-18301.221287,1,7.696766
-19885.697492,1,7.700083
-20017.603624,1,7.703484
-18146.862551,1,7.705606
-17895.509305,1,7.707628
-17630.612223,1,7.709809
-18398.497706,1,7.71285
-16689.963318,1,7.714856
-18824.679065,1,7.716862
-18845.49009,1,7.718892
-16784.312249,1,7.720897
-17415.683095,1,7.724182
-19271.866711,1,7.726176
-18160.326016,1,7.728214
-17713.206164,1,7.730205
-19433.662318,1,7.733225
-18656.30427,1,7.735219
-17714.760966,1,7.737212
-18580.119217,1,7.7406
-17905.164667,1,7.742593
-19461.108067,1,7.745764
-19094.870057,1,7.747757
-17634.857444,1,7.749797
-19407.788251,1,7.75179
-17152.163908,1,7.75481
-18365.565335,1,7.757309
-16296.217263,1,7.759337
-18841.579065,1,7.761411
-18203.680076,1,7.763417
-17632.857845,1,7.765566
-18226.057976,1,7.768688
-18839.502666,1,7.770717
-18615.87107,1,7.772927
-19273.63037,1,7.775952
-18474.260427,1,7.777946
-20106.461011,1,7.779986
-17446.326887,1,7.781993
-18747.455542,1,7.783999
-17632.440228,1,7.787314
-17763.990568,1,7.789911
-18592.292543,1,7.79192
-18348.000486,1,7.793979
-16601.264318,1,7.796004
-17436.456973,1,7.798993
-18687.233339,1,7.801016
-17308.635674,1,7.805412
-19707.085342,1,7.807516
-18314.627644,1,7.809509
-19660.594997,1,7.811543
-17861.668811,1,7.814531
-17491.588736,1,7.816552
-18075.474426,1,7.818546
-18440.616863,1,7.821577
-19172.062129,1,7.823936
-19229.209067,1,7.826012
-19554.844466,1,7.829324
-17803.016272,1,7.832356
-20481.487527,1,7.834349
-19374.293275,1,7.837369
-20957.992945,1,7.839674
-19234.462231,1,7.84168
-19946.833587,1,7.844721
-18039.306734,1,7.846714
-16085.340778,1,7.84907
-17891.526361,1,7.853612
-17639.44348,1,7.855634
-16903.455241,1,7.857659
-17904.442544,1,7.859726
-19251.915704,1,7.862759
-16932.687134,1,7.864826
-19160.634999,1,7.86694
-18433.409093,1,7.868994
-18164.4771,1,7.871019
-18917.47328,1,7.875209
-19745.918467,1,7.877619
-19317.489583,1,7.879693
-20141.18241,1,7.882701
-18363.718252,1,7.885852
-17337.993614,1,7.887386
-17801.365684,1,7.890566
-18720.232483,1,7.893782
-17712.796866,1,7.895388
-20769.239329,1,7.898545
-17957.659,1,7.900143
-18686.878251,1,7.901751
-19301.243806,1,7.904914
-18682.297489,1,7.907698
-19228.165247,1,7.909857
-19827.97332,1,7.912883
-19345.836184,1,7.914961
-18563.75501,1,7.916955
-20748.300394,1,7.918948
-17167.29243,1,7.922619
-19054.734797,1,7.924848
-17685.994711,1,7.927022
-19173.740666,1,7.929444
-17643.996404,1,7.932112
-17690.067842,1,7.934319
-19467.776545,1,7.936578
-20336.849598,1,7.938632
-18362.299042,1,7.940889
-20265.745493,1,7.943109
-19048.522452,1,7.945301
-17908.047415,1,7.947577
-18359.696098,1,7.949768
-17123.57784,1,7.951998
-18670.742234,1,7.956281
-19403.909629,1,7.959337
-18924.216952,1,7.96142
-17382.514583,1,7.964107
-17362.367954,1,7.966301
-16959.280388,1,7.968485
-15901.115499,1,7.97165
-17407.921633,1,7.975826
-18258.22186,1,7.977819
-19883.223771,1,7.979813
-17724.015127,1,7.982803
-18930.925827,1,7.984796
-18111.827908,1,7.987786
-19771.654718,1,7.990233
-19821.680789,1,7.993501
-19151.392279,1,7.995511
-18943.347786,1,7.997663
-17871.693587,1,7.999675
-17944.774883,1,8.002824
-17619.200872,1,8.006107
-19365.878215,1,8.010649
-18950.519428,1,8.013973
-19404.01553,1,8.016215
-20620.46231,1,8.018436
-18647.274105,1,8.020684
-18806.717964,1,8.021785
-19215.887159,1,8.024698
-17355.037599,1,8.027785
-18380.349383,1,8.030005
-16006.767337,1,8.032027
-19593.273821,1,8.035058
-17975.465844,1,8.03706
-19533.400137,1,8.040369
-18524.007778,1,8.042363
-18072.505576,1,8.044752
-20736.575539,1,8.046789
-17167.759489,1,8.048795
-18026.907436,1,8.051994
-19482.631668,1,8.055244
-18450.480383,1,8.058583
-18274.556628,1,8.06165
-18348.71223,1,8.063655
-18688.397217,1,8.065661
-18332.536883,1,8.067818
-18271.39307,1,8.070921
-17570.150462,1,8.072913
-19454.725006,1,8.074907
-18259.965696,1,8.077898
-19928.18024,1,8.079891
-18842.095278,1,8.081885
-20037.749203,1,8.084928
-18774.350324,1,8.086921
-18802.271783,1,8.088914
-17871.351374,1,8.092775
-20015.916917,1,8.095023
-18563.813483,1,8.09839
-18800.762153,1,8.101463
-19636.58943,1,8.103456
-19073.200688,1,8.106446
-17224.495017,1,8.108889
-17479.643029,1,8.110922
-18225.418917,1,8.112928
-18522.832803,1,8.114934
-18318.253079,1,8.117146
-17853.718307,1,8.120176
-20258.922235,1,8.122221
-17690.367243,1,8.125609
-18213.218155,1,8.12764
-20512.205682,1,8.129646
-19953.66942,1,8.131693
-16541.198581,1,8.134681
-17053.522762,1,8.136808
-19233.68448,1,8.138854
-19650.856039,1,8.141885
-17848.320908,1,8.143893
-19929.71933,1,8.145905
-17986.698717,1,8.147949
-18371.597751,1,8.150974
-18056.648509,1,8.153001
-19226.871632,1,8.155502
-19721.74486,1,8.157532
-18673.70128,1,8.159538
-16187.903908,1,8.161547
-19023.443746,1,8.164562
-18511.191351,1,8.166555
-18124.671858,1,8.168549
-18900.058621,1,8.170542
-19541.053694,1,8.173532
-19273.700075,1,8.175525
-17763.881893,1,8.177521
-17577.995695,1,8.179702
-18545.992708,1,8.182729
-17037.645992,1,8.184881
-16680.179824,1,8.186892
-17437.160197,1,8.189323
-20432.191031,1,8.192668
-19182.091198,1,8.196134
-17732.523201,1,8.19832
-19372.470445,1,8.201657
-18621.180561,1,8.205
-18685.637445,1,8.207002
-17727.155624,1,8.209205
-18951.71493,1,8.211433
-17602.265423,1,8.213676
-18424.478813,1,8.21589
-19050.6845,1,8.218119
-18396.847275,1,8.220329
-17967.260656,1,8.222525
-17445.718182,1,8.224816
-18584.068764,1,8.227062
-17948.401878,1,8.230134
-15832.883894,1,8.233149
-18515.323722,1,8.236306
-18390.495728,1,8.238796
-18096.937635,1,8.240833
-19001.374328,1,8.242915
-18046.954767,1,8.245051
-17668.896863,1,8.24706
-17127.700337,1,8.24907
-18683.391878,1,8.251095
-19039.33209,1,8.253101
-17804.990725,1,8.256241
-18058.31073,1,8.258297
-17643.242974,1,8.260431
-17165.45803,1,8.263433
-18481.825467,1,8.265568
-18516.883893,1,8.268645
-16379.427977,1,8.270714
-18735.592915,1,8.273811
-18756.267674,1,8.303365
-17888.155379,1,8.307007
-19773.564805,1,8.31022
-17765.653255,1,8.312428
-19709.311866,1,8.314781
-19946.737284,1,8.316979
-18245.714382,1,8.318082
-19353.46518,1,8.320335
-21296.649756,1,8.324581
-19725.739963,1,8.326768
-19317.066848,1,8.328945
-18161.692072,1,8.331215
-18711.840722,1,8.333395
-17246.707957,1,8.335584
-19609.953451,1,8.337674
-18581.391526,1,8.342218
-17864.636952,1,8.345728
-17377.003638,1,8.34918
-20094.527601,1,8.351389
-17732.426886,1,8.353606
-18495.64329,1,8.357946
-18778.208256,1,8.360174
-16751.826541,1,8.362432
-18957.446737,1,8.364691
-20119.978522,1,8.366888
-18430.992494,1,8.367978
-20508.797744,1,8.370221
-20167.608946,1,8.373646
-17540.062826,1,8.3777
-16310.771886,1,8.379935
-18960.764468,1,8.382109
-17555.682598,1,8.384686
-18188.395434,1,8.386909
-19156.200981,1,8.389124
-18827.996014,1,8.39186
-18866.503396,1,8.394068
-19597.196056,1,8.396286
-18071.787763,1,8.398513
-18286.80661,1,8.401608
-18019.81878,1,8.40382
-18694.260942,1,8.406003
-17911.785709,1,8.410419
-18824.580723,1,8.413465
-18859.994972,1,8.416488
-17766.823734,1,8.418525
-20306.090437,1,8.421549
-19177.167353,1,8.423824
-17413.050914,1,8.42602
-18319.538565,1,8.428205
-18295.545274,1,8.430477
-17613.317601,1,8.43237
-17347.445897,1,8.435409
-17628.967718,1,8.437532
-19509.096458,1,8.440299
-17786.355252,1,8.442304
-18776.844359,1,8.444309
-18649.294932,1,8.446328
-19176.067746,1,8.448321
-18648.13461,1,8.451349
-17543.449994,1,8.453343
-19265.677556,1,8.456665
-17427.146317,1,8.458863
-15587.381416,1,8.462194
-17198.89792,1,8.465507
-16351.92317,1,8.467728
-17175.827435,1,8.46993
-18684.380196,1,8.472188
-17993.890523,1,8.474328
-18240.560896,1,8.476525
-18356.769416,1,8.478796
-17543.748185,1,8.481035
-17290.014122,1,8.483188
-18916.709623,1,8.485198
-17595.463525,1,8.487628
-18493.22557,1,8.489849
-19948.003347,1,8.492577
-18019.808514,1,8.493693
-17241.008791,1,8.496027
-18323.008892,1,8.499312
-18848.229341,1,8.500447
-16987.075957,1,8.503794
-19031.123656,1,8.505976
-19397.294199,1,8.511446
-19973.597486,1,8.515566
-19881.74845,1,8.519765
-17101.55126,1,8.524012
-19553.334597,1,8.529516
-17901.917108,1,8.532508
-18648.733756,1,8.537597
-19608.964768,1,8.541646
-17040.383254,1,8.545633
-19014.254987,1,8.547626
-18459.115772,1,8.550965
-19258.355068,1,8.553154
-19686.718285,1,8.555281
-19018.848378,1,8.558363
-17004.421098,1,8.560532
-18576.63082,1,8.562543
-18032.928643,1,8.565815
-17951.993409,1,8.567966
-19032.196567,1,8.571011
-19303.525677,1,8.574044
-17561.936263,1,8.578692
-16554.969223,1,8.58235
-18995.745256,1,8.585487
-19213.623986,1,8.589028
-18729.748959,1,8.592525
-16832.374786,1,8.595514
-19443.668554,1,8.597508
-18714.095216,1,8.599737
-18771.889208,1,8.601963
-17669.509766,1,8.604161
-18459.854952,1,8.608433
-20150.915258,1,8.611696
-17166.858112,1,8.616137
-17592.347772,1,8.61813
-17768.601523,1,8.62112
-19395.965996,1,8.624419
-19120.446577,1,8.626853
-17666.11043,1,8.630229
-20385.436233,1,8.632434
-18478.313259,1,8.63577
-17543.554625,1,8.639018
-18640.935774,1,8.642729
-19556.296843,1,8.644803
-18799.091301,1,8.646986
-19124.605007,1,8.64918
-19494.171101,1,8.651445
-18230.457539,1,8.653639
-18412.609654,1,8.657832
-16704.586683,1,8.661959
-20625.068266,1,8.664975
-17583.15954,1,8.667011
-18522.486592,1,8.669017
-18455.013141,1,8.671202
-17131.390244,1,8.674528
-17508.104639,1,8.676836
-18854.134725,1,8.67906
-18927.325688,1,8.681247
-16581.274435,1,8.684294
-15731.352555,1,8.686287
-18573.656345,1,8.688602
-19345.883321,1,8.691109
-19092.944817,1,8.693103
-18603.134285,1,8.695097
-18457.96273,1,8.698087
-17438.946229,1,8.701441
-18405.062843,1,8.704743
-19851.418654,1,8.706944
-17536.321894,1,8.709354
-18962.733378,1,8.711492
-17841.492559,1,8.713719
-17506.80021,1,8.715868
-20287.531982,1,8.717876
-18371.660076,1,8.721516
-19008.097891,1,8.723685
-19344.135591,1,8.726744
-17891.398435,1,8.729841
-18959.36548,1,8.73226
-19559.586134,1,8.734484
-16990.128952,1,8.737633
-18157.76125,1,8.740091
-18490.171641,1,8.743351
-17813.400575,1,8.745435
-18394.889964,1,8.747446
-19127.033636,1,8.750619
-18885.008534,1,8.753052
-17145.878839,1,8.756212
-19006.014532,1,8.758328
-20678.319187,1,8.760533
-19191.373589,1,8.762718
-18983.41329,1,8.764973
-17545.792201,1,8.768159
-19273.692225,1,8.770428
-18022.038655,1,8.772549
-15618.368186,1,8.774644
-18836.257,1,8.776876
-17663.249742,1,8.779062
-18559.049709,1,8.781301
-17881.670186,1,8.784512
-17749.041925,1,8.787676
-19009.409141,1,8.78967
-17740.187326,1,8.794165
-19075.226793,1,8.79683
-19272.611843,1,8.798893
-19332.444863,1,8.801287
-18546.361558,1,8.804645
-17593.296185,1,8.807909
-18805.295016,1,8.809989
-17888.434108,1,8.812254
-19087.697061,1,8.815527
-19772.965144,1,8.818713
-18330.325352,1,8.82191
-18063.53481,1,8.824956
-17072.86622,1,8.827074
-17312.97524,1,8.829265
-19113.010544,1,8.831486
-18451.135506,1,8.8346
-18625.822794,1,8.836593
-20671.155659,1,8.839583
-16746.315213,1,8.841646
-17293.627662,1,8.843698
-18696.992412,1,8.846737
-17916.46343,1,8.848728
-19442.100929,1,8.851372
-18536.516482,1,8.853611
-18746.442585,1,8.855826
-19213.860409,1,8.858201
-17299.311363,1,8.861191
-16968.225772,1,8.863359
-19540.433262,1,8.865366
-19065.384827,1,8.868427
-17797.772584,1,8.870447
-19896.096561,1,8.873156
-17120.020058,1,8.876414
-18434.761889,1,8.878632
-19138.128886,1,8.880832
-18029.380979,1,8.883036
-17796.945833,1,8.886184
-18407.679443,1,8.888177
-18520.930068,1,8.890496
-19789.535676,1,8.893994
-19304.302586,1,8.896133
-17935.081933,1,8.8996
-18576.51304,1,8.902613
-19874.383432,1,8.904625
-18178.841684,1,8.908953
-20035.448706,1,8.911002
-18933.340194,1,8.913074
-18934.108004,1,8.916103
-17181.056267,1,8.918177
-18544.459297,1,8.920216
-17557.213857,1,8.923773
-17659.389422,1,8.925852
-19117.153896,1,8.927924
-19636.500649,1,8.931223
-17447.881961,1,8.933386
-18058.676562,1,8.936375
-19113.929448,1,8.938443
-17331.19507,1,8.941505
-19336.601747,1,8.944675
-17536.227475,1,8.946694
-18394.127266,1,8.948812
-17425.327037,1,8.951897
-17119.520815,1,8.953982
-19467.730626,1,8.957154
-19391.222583,1,8.959296
-18092.879611,1,8.961319
-16485.235776,1,8.96333
-17284.789731,1,8.966468
-15983.740015,1,8.968473
-17942.223773,1,8.970511
-18916.175565,1,8.973632
-18590.279369,1,8.975706
-18020.585743,1,8.977748
-18944.460305,1,8.979833
-19255.290023,1,8.982926
-19850.602652,1,8.985021
-19175.438722,1,8.987075
-20115.511435,1,8.990166
-18642.779538,1,8.992723
-18995.915968,1,8.994763
-18199.459656,1,8.996837
-20146.762897,1,8.998891
-20345.674515,1,9.000993
-18605.102184,1,9.004073
-19147.719289,1,9.008126
-18438.006789,1,9.010169
-18734.771868,1,9.012262
-19595.403018,1,9.014348
-18715.45999,1,9.017448
-19031.519338,1,9.019458
-19394.480776,1,9.021655
-16997.318514,1,9.024776
-17237.874151,1,9.026876
-17977.037369,1,9.028915
-17040.751403,1,9.030973
-17489.993782,1,9.033084
-19542.868227,1,9.036282
-17936.689127,1,9.038345
-19159.30708,1,9.041397
-18599.45921,1,9.044518
-19831.826977,1,9.046566
-18421.295834,1,9.048641
-19094.112483,1,9.050782
-18111.960721,1,9.054852
-18495.552968,1,9.057287
-19455.661088,1,9.059522
-19024.960134,1,9.061701
-19466.178442,1,9.063946
-17123.533725,1,9.067149
-18366.611056,1,9.070192
-18119.244954,1,9.073204
-18493.212133,1,9.076194
-18789.402633,1,9.080709
-20228.302645,1,9.085198
-17929.180512,1,9.088548
-20613.457863,1,9.091657
-20264.092927,1,9.094828
-18113.627305,1,9.098181
-19544.811319,1,9.099269
-19510.919674,1,9.101541
-18108.141546,1,9.104867
-19179.686164,1,9.107352
-20755.463256,1,9.109556
-16568.408149,1,9.111895
-17875.805437,1,9.115074
-18096.311597,1,9.117253
-18417.829455,1,9.119374
-18557.848326,1,9.122474
-18337.38499,1,9.124642
-17839.698566,1,9.126742
-18871.476553,1,9.130021
-17801.049301,1,9.132214
-17892.852137,1,9.134406
-18566.912708,1,9.137426
-19194.420727,1,9.139585
-18380.968798,1,9.141799
-17668.833968,1,9.143889
-18393.576911,1,9.147144
-18433.284211,1,9.14934
-17777.945246,1,9.151505
-19463.330941,1,9.154652
-18093.745915,1,9.156827
-18527.270628,1,9.158956
-19184.2131,1,9.162143
-19369.039717,1,9.164333
-17484.106464,1,9.166568
-18631.340075,1,9.169895
-19288.583393,1,9.172132
-19209.766588,1,9.174318
-18070.557805,1,9.177506
-18056.109513,1,9.179699
-19222.293233,1,9.181911
-18215.130431,1,9.184964
-17095.338941,1,9.187163
-19777.054262,1,9.19046
-18168.302373,1,9.19417
-17208.402593,1,9.196383
-18531.284316,1,9.198565
-19770.830582,1,9.201902
-17278.60443,1,9.204096
-20750.229752,1,9.207448
-19582.21182,1,9.209698
-19834.369866,1,9.213025
-17877.70963,1,9.215122
-18048.314118,1,9.218166
-17018.729845,1,9.221156
-16834.348723,1,9.225495
-18865.285065,1,9.227573
-18440.147569,1,9.229592
-17811.113735,1,9.232704
-18833.639866,1,9.234712
-18991.502445,1,9.236864
-18284.242837,1,9.240047
-19151.472867,1,9.242197
-19572.640045,1,9.244207
-19226.172516,1,9.246213
-17857.420235,1,9.24938
-19484.1463,1,9.251385
-18484.224615,1,9.253417
-18635.140939,1,9.255707
-17219.752336,1,9.25774
-18527.72455,1,9.260766
-17522.221553,1,9.262794
-20882.381466,1,9.264801
-17689.757951,1,9.266807
-17583.706071,1,9.268974
-19315.380545,1,9.271684
-17294.12546,1,9.273712
-19849.053892,1,9.27572
-18025.217438,1,9.278753
-17565.901493,1,9.280763
-17825.680829,1,9.282768
-19364.689079,1,9.284899
-19036.977282,1,9.28728
-17967.073535,1,9.290386
-18036.460404,1,9.291888
-17161.700851,1,9.295006
-17683.348167,1,9.296997
-19968.28388,1,9.29899
-17209.331717,1,9.301015
-17547.224079,1,9.304005
-18469.096308,1,9.306224
-20009.295455,1,9.309506
-19238.986714,1,9.311729
-19051.435769,1,9.313743
-18119.215556,1,9.316767
-17987.850985,1,9.31876
-17931.645961,1,9.320801
-17586.720309,1,9.323442
-18151.319593,1,9.326766
-17773.655903,1,9.330093
-18331.132778,1,9.332367
-17802.782939,1,9.335704
-18247.707499,1,9.337886
-18155.616747,1,9.340069
-18995.03145,1,9.342252
-19713.858592,1,9.344476
-18667.490064,1,9.345565
-17571.340389,1,9.347759
-18656.861326,1,9.350009
-18948.222661,1,9.353429
-20816.075331,1,9.356597
-18752.417243,1,9.359635
-20998.495414,1,9.362624
-16747.815422,1,9.364648
-19609.581345,1,9.366641
-17397.492309,1,9.368635
-18154.529804,1,9.370677
-17287.565992,1,9.373897
-18676.801406,1,9.375917
-18149.769509,1,9.377912
-17933.131081,1,9.379966
-17016.92288,1,9.382257
-16869.707186,1,9.384262
-19668.421386,1,9.387279
-19013.079428,1,9.389523
-18308.228973,1,9.390546
-18488.25274,1,9.394347
-19397.394196,1,9.397007
-19147.698135,1,9.400317
-17726.973753,1,9.403661
-18169.748977,1,9.406669
-19688.623553,1,9.408691
-17141.720068,1,9.410684
-17287.215313,1,9.412713
-17413.181843,1,9.415037
-19340.222205,1,9.417053
-19403.555333,1,9.419073
-18134.685854,1,9.422222
-18845.480702,1,9.424242
-17652.243703,1,9.426235
-18747.298398,1,9.428262
-18149.011586,1,9.430268
-19033.739612,1,9.433291
-19250.970983,1,9.435436
-18563.207931,1,9.439912
-19316.180056,1,9.443326
-18817.859261,1,9.448446
-19694.237,1,9.451939
-20196.434009,1,9.457788
-17793.638322,1,9.461093
-18455.844193,1,9.465453
-17924.759504,1,9.46887
-17944.823933,1,9.474584
-18344.82062,1,9.478573
-17736.454591,1,9.482559
-18981.920329,1,9.486547
-18461.307988,1,9.490027
-16979.025014,1,9.493325
-19819.803182,1,9.49541
-19130.184631,1,9.498449
-16954.715773,1,9.501553
-19112.555993,1,9.506862
-17856.438995,1,9.510008
-19369.926629,1,9.513262
-16769.625989,1,9.516372
-18728.095583,1,9.521616
-17541.346799,1,9.526154
-20320.333424,1,9.53048
-18232.547252,1,9.535951
-18536.836188,1,9.540284
-18892.829527,1,9.544799
-17631.221943,1,9.549474
-17508.009328,1,9.554906
-18223.815614,1,9.561016
-18349.773201,1,9.566065
-18542.530406,1,9.570194
-19529.938109,1,9.575647
-19690.980082,1,9.580789
-18493.275843,1,9.586016
