#{"t_start": 1745342090.7553267, "env_id": "None"}
r,l,t
-17102.44795,1,12.254167
-17636.393467,1,12.257156
-18144.045945,1,12.259253
-17904.429485,1,12.261246
-18268.449529,1,12.263239
-18615.86247,1,12.266349
-17874.880521,1,12.268495
-17184.670994,1,12.270982
-19538.422042,1,12.273003
-20115.236647,1,12.27501
-18048.773301,1,12.277032
-18065.018899,1,12.279026
-17119.00676,1,12.282165
-19453.787138,1,12.284158
-17980.456752,1,12.287631
-17960.403741,1,12.289689
-17916.833708,1,12.292801
-17815.525637,1,12.296363
-17257.833076,1,12.299563
-18927.888168,1,12.301655
-17280.853371,1,12.303741
-18961.941191,1,12.305772
-17086.700804,1,12.307899
-18969.330515,1,12.309956
-17918.757871,1,12.311984
-18377.893034,1,12.314086
-18435.696186,1,12.317219
-17858.646936,1,12.319323
-19557.168455,1,12.321395
-18329.469871,1,12.323499
-19359.989787,1,12.325527
-16545.973887,1,12.328658
-19507.388253,1,12.331886
-17469.186205,1,12.334918
-18227.166791,1,12.337245
-18260.897878,1,12.340414
-17585.894575,1,12.34346
-17475.039737,1,12.345488
-17566.337031,1,12.347482
-17852.718956,1,12.350598
-18345.289265,1,12.352591
-16454.122564,1,12.354801
-17716.003701,1,12.356846
-18291.982446,1,12.358852
-18246.449977,1,12.362277
-17364.545766,1,12.394506
-19014.237685,1,12.39753
-20968.50838,1,12.399523
-17254.506176,1,12.401517
-17557.467035,1,12.404507
-18389.560347,1,12.4065
-18531.605023,1,12.40949
-19046.489936,1,12.411571
-19061.900094,1,12.413626
-18509.027378,1,12.415619
-18265.845745,1,12.418609
-19485.449906,1,12.421082
-18263.147483,1,12.424235
-16877.884562,1,12.428134
-19594.915817,1,12.432978
-19758.735725,1,12.435967
-18420.612473,1,12.440842
-17958.839482,1,12.445229
-20902.772557,1,12.448718
-16878.459856,1,12.452296
-17861.377155,1,12.456547
-19984.397493,1,12.459804
-18379.36656,1,12.463369
-17653.768724,1,12.465548
-18604.835738,1,12.46972
-18497.48937,1,12.474123
-18801.725024,1,12.477505
-18632.210032,1,12.480566
-18568.078745,1,12.484745
-17441.515601,1,12.487736
-19712.806877,1,12.491184
-19219.444867,1,12.493778
-17342.629993,1,12.496319
-16339.553756,1,12.499477
-18826.823482,1,12.501617
-18429.560522,1,12.504595
-20734.851192,1,12.508983
-20237.873058,1,12.512294
-18891.572033,1,12.515967
-19646.828943,1,12.520126
-17323.470106,1,12.523246
-16811.6417,1,12.526655
-17151.711008,1,12.529849
-16287.250719,1,12.533185
-18029.438571,1,12.537353
-18311.558404,1,12.540584
-18941.668315,1,12.545024
-17310.318507,1,12.547527
-17431.231294,1,12.549894
-18137.608989,1,12.553054
-18013.134717,1,12.555449
-17519.472582,1,12.558598
-17263.373351,1,12.560617
-17934.971725,1,12.562774
-18653.953418,1,12.564783
-18369.683011,1,12.568736
-17833.045895,1,12.571728
-18093.869887,1,12.573873
-18032.589258,1,12.576363
-17506.073327,1,12.579766
-18745.805429,1,12.583164
-18663.736438,1,12.586504
-17859.986769,1,12.590702
-18971.6615,1,12.594723
-17070.210761,1,12.597389
-19155.366151,1,12.599819
-16873.657244,1,12.603136
-18160.250535,1,12.606561
-18889.920449,1,12.608591
-17787.799332,1,12.610619
-20053.621925,1,13.501908
-19060.24716,1,13.505167
-20158.507159,1,13.507223
-20534.840193,1,13.510237
-19179.508629,1,13.513263
-17805.30241,1,13.516335
-18315.657903,1,13.518346
-17891.021625,1,13.521925
-17054.792745,1,13.523932
-18466.097781,1,13.525939
-18576.263254,1,13.529119
-19258.981176,1,13.531131
-18052.648641,1,13.534176
-19758.602053,1,13.536531
-18299.573457,1,13.538585
-18334.370331,1,13.541574
-19664.428035,1,13.544694
-17992.672314,1,13.547783
-18376.668224,1,13.550865
-18071.413306,1,13.553997
-19600.830667,1,13.557055
-17761.830704,1,13.560153
-19228.890235,1,13.563253
-15692.29639,1,13.56631
-19025.902187,1,13.56941
-19515.203809,1,13.571582
-19833.817241,1,13.574747
-17693.571483,1,13.576803
-16888.538082,1,13.579907
-19491.476493,1,13.581979
-18876.870597,1,13.585158
-17033.979509,1,13.588483
-17212.136464,1,13.591555
-17324.004646,1,13.59357
-19538.331091,1,13.597151
-17786.626118,1,13.600239
-19888.89552,1,13.604315
-17974.6883,1,13.607372
-18599.968577,1,13.610423
-19730.728264,1,13.612433
-18524.566257,1,13.616521
-17413.394533,1,13.619967
-17215.935148,1,13.62302
-18227.859326,1,13.626066
-18137.016915,1,13.629078
-17571.723323,1,13.632186
-19048.948064,1,13.634194
-20250.698779,1,13.63728
-17995.500324,1,13.639288
-18609.021915,1,13.642396
-16386.860532,1,13.645398
-18701.502456,1,13.647461
-18703.68576,1,13.649485
-20772.771889,1,13.652526
-17140.427873,1,13.655594
-18567.505694,1,13.657666
-17786.00125,1,13.660703
-21502.577639,1,13.66275
-17698.05872,1,13.665774
-18774.658582,1,13.667814
-16835.573347,1,13.670264
-18895.392548,1,13.673339
-20474.790482,1,13.676388
-18990.037243,1,13.67849
-17393.257628,1,13.681502
-18736.737953,1,13.683574
-19670.070507,1,13.686586
-17593.088225,1,13.688651
-17077.535841,1,13.690662
-18689.252668,1,13.69396
-19218.415982,1,13.696468
-18215.537353,1,13.698554
-18580.227772,1,13.701589
-17214.437066,1,13.703655
-18252.82555,1,13.706666
-19520.450691,1,13.708914
-18249.56485,1,13.710925
-18318.218565,1,13.714029
-18545.487191,1,13.716037
-17884.538125,1,13.71913
-19518.696402,1,13.721143
-18690.804837,1,13.753073
-18909.145763,1,13.759246
-18014.873601,1,13.76588
-18630.342044,1,13.772516
-18708.561172,1,13.77904
-17352.846532,1,13.784261
-19382.343124,1,13.788401
-18684.146044,1,13.791566
-17664.122825,1,13.79358
-18301.572757,1,13.79618
-20557.858354,1,13.799505
-19596.248367,1,13.803775
-18041.058029,1,13.805972
-17331.803484,1,13.8083
-19195.720381,1,13.810483
-18402.745508,1,13.812687
-18026.992038,1,13.814962
-16761.838701,1,13.817165
-18783.716057,1,13.820422
-18062.697864,1,13.823435
-20382.629709,1,13.826599
-16606.448925,1,13.828607
-19536.021258,1,13.830748
-18674.486187,1,13.833776
-20080.082537,1,13.834914
-19240.591743,1,13.839235
-19030.594846,1,13.841547
-19320.024944,1,13.843744
-20801.549358,1,13.845938
-18890.736979,1,13.849072
-17615.8194,1,13.851103
-17608.09628,1,13.854111
-18925.426196,1,13.856124
-19783.609153,1,13.858135
-19264.477948,1,13.860141
-19135.766768,1,13.862704
-16627.896019,1,13.865992
-17970.939725,1,13.869358
-19645.782096,1,13.871364
-19766.747202,1,13.873498
-20771.174697,1,13.875503
-19620.486383,1,13.878716
-18487.120299,1,13.880734
-18211.180433,1,13.882873
-20174.187674,1,13.884878
-18781.579884,1,13.888072
-17592.194119,1,13.891365
-17260.840226,1,13.893702
-19760.710944,1,13.897434
-19179.120662,1,13.899448
-18777.981679,1,13.901456
-17878.64277,1,13.904645
-16901.929462,1,13.906834
-18656.818098,1,13.909038
-18369.54415,1,13.911276
-17238.622984,1,13.913456
-19334.634035,1,13.91576
-19245.061704,1,13.917955
-17742.929877,1,13.920144
-18879.298672,1,13.922401
-19434.848836,1,13.924587
-18878.85763,1,13.926921
-18600.018626,1,13.929108
-18378.328875,1,13.931313
-18529.13882,1,13.933647
-18300.785311,1,13.935849
-17738.74401,1,13.93795
-17724.153896,1,13.941169
-18039.484429,1,13.944349
-17543.525573,1,13.947362
-18427.524656,1,13.950511
-18510.25718,1,13.952522
-18314.964802,1,13.954756
-18570.892166,1,13.958045
-17183.116182,1,13.96025
-17854.048248,1,13.962431
-19245.767287,1,13.964742
-17922.775675,1,13.966941
-19187.237756,1,13.96913
-19916.726745,1,13.971327
-19199.341075,1,13.973508
-17321.685593,1,13.975705
-17839.59749,1,13.977899
-18373.146589,1,13.980091
-18220.245326,1,13.982308
-18219.595695,1,13.984531
-18386.747385,1,13.98671
-19192.304007,1,13.989993
-17491.067084,1,13.992198
-18330.772539,1,13.994382
-19196.82549,1,13.99598
-19549.184875,1,13.999306
-20182.360009,1,14.002342
-21227.089179,1,14.005374
-18730.416164,1,14.00853
-20427.757218,1,14.011542
-18320.878459,1,14.01369
-19755.986469,1,14.015695
-17170.352564,1,14.017701
-20098.632577,1,14.019721
-18267.033091,1,14.022739
-18888.533844,1,14.024748
-18361.63334,1,14.026756
-17807.336813,1,14.028891
-19987.826042,1,14.030909
-21012.022833,1,14.032915
-18248.436787,1,14.035942
-17838.209371,1,14.037948
-16095.067114,1,14.040089
-18470.824423,1,14.042097
-19346.615734,1,14.045115
-17487.121491,1,14.047122
-19236.85793,1,14.049149
-19024.334727,1,14.052157
-18891.907975,1,14.054306
-19225.382961,1,14.056311
-19992.95005,1,14.058316
-17857.674774,1,14.061344
-17639.645784,1,14.063439
-19109.4057,1,14.066514
-19396.74048,1,14.068519
-19158.943912,1,14.070675
-17658.065063,1,14.07268
-18685.51975,1,14.074822
-18666.743038,1,14.076828
-18973.002623,1,14.079849
-18420.750227,1,14.081857
-18699.241276,1,14.085079
-19051.353281,1,14.087106
-19769.6833,1,14.089112
-16567.274318,1,14.091257
-18724.10615,1,14.094265
-20377.52722,1,14.096769
-17536.502278,1,14.098774
-18017.19382,1,14.100786
-18905.150816,1,14.105203
-20255.934443,1,14.107415
-18497.720862,1,14.110716
-17567.116478,1,14.11413
-16984.646802,1,14.11634
-19032.139035,1,14.118645
-17403.364497,1,14.120862
-18885.370627,1,14.123133
-18477.286784,1,14.125334
-18130.131628,1,14.127526
-18262.231554,1,14.129719
-19372.193668,1,14.131908
-17703.602933,1,14.134213
-18811.898765,1,14.136398
-19087.304711,1,14.138585
-17520.755232,1,14.142564
-19499.658819,1,14.143654
-19980.976927,1,14.146927
-18265.127782,1,14.14853
-18842.639375,1,14.150158
-17399.068943,1,14.153475
-18175.872118,1,14.155089
-18689.242641,1,14.158406
-18862.896995,1,14.1601
-18703.630202,1,14.161713
-19725.442934,1,14.164949
-20685.404227,1,14.16656
-18375.336113,1,14.169268
-17198.753978,1,14.171582
-17827.557413,1,14.174899
-19057.792291,1,14.17724
-17788.938278,1,14.179413
-19025.385446,1,14.181692
-18831.797805,1,14.183889
-18566.370619,1,14.186044
-17496.526122,1,14.189371
-18283.883643,1,14.193491
-17428.646999,1,14.197007
-18538.395549,1,14.201172
-17908.628057,1,14.20432
-19334.096442,1,14.206343
-18009.845699,1,14.208478
-17839.554032,1,14.211651
-18552.821813,1,14.213934
-18974.740794,1,14.216152
-18826.338154,1,14.218342
-18458.895575,1,14.220424
-18301.823017,1,14.222648
-19522.746703,1,14.224913
-20558.774673,1,14.228052
-17426.360273,1,14.231221
-17073.59047,1,14.233227
-19098.56757,1,14.235259
-18270.521375,1,14.238483
-19487.389658,1,14.239587
-18313.986928,1,14.241874
-17631.322289,1,14.244087
-17663.321311,1,14.246338
-19022.377785,1,14.248524
-19412.82485,1,14.250724
-18028.597231,1,14.255073
-17194.693941,1,14.259417
-19591.914379,1,14.262937
-18105.679819,1,14.264982
-18185.62183,1,14.267103
-18775.851819,1,14.271327
-17634.428494,1,14.27342
-17874.09788,1,14.275438
-15830.239578,1,14.277462
-18413.44482,1,14.280533
-17910.273896,1,14.282555
-16711.056572,1,14.286321
-17975.494584,1,14.289391
-18975.903643,1,14.2914
-18554.395133,1,14.293411
-17600.621006,1,14.295964
-19041.643869,1,14.298278
-18131.051583,1,14.301371
-19109.432121,1,14.303371
-17429.152904,1,14.307702
-19453.478137,1,14.310906
-19250.858886,1,14.313006
-17715.674595,1,14.315282
-18022.921284,1,14.317506
-18165.130006,1,14.319782
-19821.987252,1,14.32202
-17593.368579,1,14.324207
-18752.01307,1,14.326409
-19772.673286,1,14.328657
-17735.293162,1,14.330655
-19134.922051,1,14.333127
-19547.709661,1,14.335332
-18071.816533,1,14.337549
-19614.439216,1,14.339802
-18336.87341,1,14.343098
-17968.444641,1,14.345346
-16129.329577,1,14.347716
-19527.176041,1,14.349984
-17720.426965,1,14.35109
-18857.025481,1,14.354449
-18101.621943,1,14.356706
-18127.919664,1,14.358937
-20104.852986,1,14.361177
-18259.209977,1,14.363377
-17160.584188,1,14.365592
-16625.04384,1,14.367822
-19447.263535,1,14.370017
-18846.328284,1,14.37229
-17270.931815,1,14.374493
-19124.335382,1,14.376696
-17254.556594,1,14.378927
-18432.255166,1,14.381126
-18283.583035,1,14.383361
-19708.068661,1,14.385539
-19799.030141,1,14.387728
-19223.183523,1,14.389965
-18779.939207,1,14.393194
-18871.646183,1,14.396801
-17547.732156,1,14.399894
-20921.327111,1,14.401904
-16620.09486,1,14.404097
-17861.7393,1,14.4064
-17846.163924,1,14.410597
-19115.665686,1,14.412611
-18143.285983,1,14.414812
-20362.571239,1,14.417044
-19402.301387,1,14.420159
-18278.608284,1,14.42321
-18265.274389,1,14.426294
-18594.624377,1,14.4283
-18184.336386,1,14.430306
-18303.55075,1,14.43238
-17498.2684,1,14.435409
-19967.802005,1,14.43768
-17067.816401,1,14.441861
-21307.090872,1,14.445148
-18148.236271,1,14.447561
-17743.748118,1,14.449756
-19590.164281,1,14.451946
-18414.726851,1,14.455037
-19038.322426,1,14.458557
-19198.511552,1,14.461815
-17001.117914,1,14.463425
-18821.534905,1,14.465047
-18173.208447,1,14.468311
-17913.229565,1,14.469906
-18426.471852,1,14.471513
-17608.299297,1,14.474757
-18225.333906,1,14.476368
-18899.485213,1,14.47798
-19253.594358,1,14.481233
-17179.386417,1,14.483238
-17453.505123,1,14.486228
-19002.953111,1,14.489734
-17603.730211,1,14.491917
-18338.201296,1,14.494017
-19083.185198,1,14.49671
-17707.494683,1,14.498955
-18423.005459,1,14.501139
-18180.801692,1,14.504566
-17625.76364,1,14.506768
-18665.187758,1,14.508893
-17952.908566,1,14.511059
-18179.367429,1,14.514349
-17719.724945,1,14.516578
-18631.613446,1,14.518771
-20579.330676,1,14.520907
-17448.581413,1,14.523092
-18623.902269,1,14.526334
-17130.76922,1,14.528553
-18999.641139,1,14.53075
-18882.572575,1,14.533024
-16713.937151,1,14.536122
-19510.6579,1,14.539166
-18166.957483,1,14.542259
-17989.006294,1,14.545292
-17943.354254,1,14.548445
-18745.110802,1,14.550451
-19014.139343,1,14.5526
-18296.537858,1,14.554606
-18352.662588,1,14.557693
-19447.085826,1,14.560084
-18491.602771,1,14.562092
-18752.192138,1,14.564162
-16729.154645,1,14.567152
-18170.095508,1,14.570678
-17797.220644,1,14.574031
-18796.455894,1,14.577158
-17302.177618,1,14.580495
-19291.4795,1,14.582651
-17843.776218,1,14.585705
-18873.009903,1,14.587934
-18914.534716,1,14.5902
-17944.004634,1,14.592214
-17805.983241,1,14.594418
-19761.869403,1,14.596008
-18629.923259,1,14.599937
-18878.199798,1,14.603347
-19366.548356,1,14.607635
-18117.624503,1,14.610942
-19242.425036,1,14.613216
-18436.31469,1,14.615419
-19139.045594,1,14.617653
-19265.757818,1,14.619984
-18394.017724,1,14.623236
-18346.513592,1,14.625375
-17538.216038,1,14.628654
-18337.794531,1,14.631767
-17875.785953,1,14.634843
-17933.845133,1,14.637158
-17319.760655,1,14.640421
-17099.984121,1,14.642429
-18284.63098,1,14.644427
-18346.69714,1,14.647416
-19444.526912,1,14.64941
-19061.987664,1,14.651455
-19151.375521,1,14.655178
-18159.442658,1,14.658239
-18283.326274,1,14.660365
-18273.650847,1,14.662397
-17373.507355,1,14.666032
-17715.715074,1,14.668096
-17870.345413,1,14.670461
-19456.486571,1,14.672793
-19559.904644,1,14.675879
-18553.323737,1,14.678029
-19160.90788,1,14.680194
-18008.268618,1,14.682211
-17278.115782,1,14.685244
-18254.733876,1,14.687654
-19294.364513,1,14.691055
-19582.918596,1,14.694667
-18146.697075,1,14.697304
-19417.644555,1,14.699502
-18480.551481,1,14.701745
-18662.778642,1,14.704872
-17496.408269,1,14.707122
-19554.924954,1,14.709272
-18999.570264,1,14.712347
-19049.326172,1,14.714604
-20813.727034,1,14.716787
-20630.353192,1,14.718889
-17099.635734,1,14.721081
-17949.237746,1,14.723312
-17720.103203,1,14.725575
-18408.337988,1,14.72785
-18522.884456,1,14.731072
-18891.21454,1,14.733319
-20068.307455,1,14.73548
-18393.509293,1,14.738476
-18905.007063,1,14.741466
-18867.917093,1,14.744591
-18547.601887,1,14.746669
-20246.298569,1,14.748678
-18762.40118,1,14.751739
-18850.75463,1,14.753776
-19583.370646,1,14.755923
-17347.126481,1,14.757928
-18002.101832,1,14.761139
-17656.671199,1,14.763192
-18136.686481,1,14.765228
-16610.023489,1,14.767637
-20223.727558,1,14.770643
-17864.432556,1,14.772636
-19756.502341,1,14.77463
-18343.315224,1,14.778996
-17410.051633,1,14.782358
-18527.487705,1,14.785544
-19278.204034,1,14.786845
-17403.140378,1,14.789108
-19504.833321,1,14.791325
-17760.348423,1,14.794562
-17789.761434,1,14.796237
-18955.557455,1,14.799502
-17687.025129,1,14.801701
-18338.760729,1,14.80391
-18593.696266,1,14.806135
-19056.035255,1,14.808335
-16926.049997,1,14.811552
-19251.025912,1,14.813739
-17518.300997,1,14.815985
-17334.325244,1,14.819013
-18847.912355,1,14.822073
-18850.198668,1,14.825088
-17338.530143,1,14.828337
-16696.186524,1,14.830538
-17604.614872,1,14.832676
-18404.578282,1,14.836774
-17743.621442,1,14.840879
-17127.706429,1,14.842942
-16771.241153,1,14.845951
-19599.508444,1,14.848087
-19197.31625,1,14.851328
-18137.767478,1,14.854357
-18703.316876,1,14.856533
-17194.828074,1,14.859838
-17897.107186,1,14.861832
-17833.187054,1,14.864162
-18500.848082,1,14.867068
-18788.883597,1,14.869071
-19268.360155,1,14.871056
-18288.114914,1,14.874091
-19407.109016,1,14.876098
-18953.533703,1,14.878107
-17271.336247,1,14.881144
-16283.162606,1,14.884354
-17382.253917,1,14.887843
-18537.117007,1,14.891089
-20601.842005,1,14.893082
-18117.459106,1,14.895076
-17844.880686,1,14.898582
-16615.877681,1,14.900655
-18258.877953,1,14.902682
-17568.071019,1,14.905754
-19015.725361,1,14.908743
-16807.287006,1,14.910972
-17156.970019,1,14.913983
-19007.911593,1,14.915977
-17872.548046,1,14.918967
-19893.457072,1,14.921368
-18445.657496,1,14.924403
-18517.683952,1,14.926396
-18918.86395,1,14.93067
-19601.637624,1,14.932664
-16544.425682,1,14.934657
-17801.76512,1,14.938961
-18034.144698,1,14.940954
-18564.209942,1,14.944001
-18981.188155,1,14.945994
-19618.562574,1,14.949325
-18585.573461,1,14.952513
-19121.532937,1,14.956208
-17887.389103,1,14.958202
-18307.071334,1,14.961365
-18282.399429,1,14.963359
-20214.487348,1,14.965352
-18368.00548,1,14.967345
-19394.263015,1,14.970859
-18982.507583,1,14.972866
-19299.666487,1,14.975895
-19163.887983,1,14.977911
-19755.581376,1,14.979971
-18385.552584,1,14.98312
-19171.397801,1,14.986235
-17234.587888,1,14.989282
-18613.001497,1,14.992393
-17563.805542,1,14.994408
-18870.564459,1,14.996993
-19533.495129,1,14.999023
-18835.631958,1,15.003168
-16137.482513,1,15.006229
-18897.734801,1,15.008279
-19205.541075,1,15.011373
-18995.212439,1,15.014535
-18961.9168,1,15.017576
-18755.943608,1,15.019776
-18290.804452,1,15.021796
-18311.005612,1,15.023943
-19241.292413,1,15.027151
-17804.616823,1,15.030493
-20509.526027,1,15.033678
-18205.187921,1,15.035824
-16786.912124,1,15.038073
-17311.273403,1,15.040309
-17097.38428,1,15.042455
-18523.555772,1,15.045597
-18787.119054,1,15.048586
-16793.208456,1,15.05058
-17728.722875,1,15.05357
-18399.481243,1,15.05578
-18041.611437,1,15.058018
-18154.972661,1,15.060213
-18224.782349,1,15.06243
-15429.471326,1,15.064636
-17140.659301,1,15.066736
-16173.305096,1,15.069754
-19577.717976,1,15.071972
-19458.845301,1,15.074179
-20298.310841,1,15.076358
-18848.932054,1,15.078603
-17760.519487,1,15.080816
-18069.867141,1,15.114379
-19008.229014,1,15.117465
-19100.611851,1,15.120805
-19417.302249,1,15.124124
-18424.934131,1,15.128691
-18014.897261,1,15.131732
-17834.477445,1,15.134871
-18743.952225,1,15.136893
-19369.358575,1,15.139251
-19344.968755,1,15.14127
-17307.272309,1,15.1433
-18444.776356,1,15.145293
-18514.022249,1,15.147692
-19055.546441,1,15.14974
-17858.331496,1,15.152757
-20347.095657,1,15.155238
-18962.523917,1,15.159015
-18127.260767,1,15.162564
-19469.206136,1,15.164713
-18482.774401,1,15.167746
-19615.24624,1,15.169825
-19208.558758,1,15.17348
-18239.394328,1,15.176864
-19066.252572,1,15.180029
-18135.929627,1,15.182024
-17664.71727,1,15.18512
-18292.834129,1,15.187477
-18715.809926,1,15.1915
-18364.574182,1,15.193407
-18442.72956,1,15.196321
-19654.526684,1,15.199313
-18769.854072,1,15.201306
-20612.622449,1,15.204863
-18249.779198,1,15.206857
-18088.872222,1,15.208884
-16343.635277,1,15.212418
-18806.943701,1,15.215775
-19159.858105,1,15.218027
-17170.931843,1,15.223361
-19140.982933,1,15.228626
-17942.122684,1,15.231991
-18381.057867,1,15.235299
-18941.442425,1,15.23886
-17523.187283,1,15.240905
-17073.40403,1,15.244021
-19556.118638,1,15.246392
-19615.733544,1,15.248397
-17791.31656,1,15.251568
-18051.643144,1,15.254885
-18735.547612,1,15.257174
-17704.427093,1,15.260312
-17117.173775,1,15.262558
-18872.82324,1,15.264804
-15798.56964,1,15.268189
-18894.248637,1,15.271438
-18440.194706,1,15.273573
-17602.337497,1,15.277003
-21005.274656,1,15.27914
-17772.4635,1,15.281145
-17245.690481,1,15.284217
-17913.904095,1,15.286416
-17207.94837,1,15.288568
-17950.503501,1,15.291842
-19402.369367,1,15.294118
-19493.543986,1,15.296253
-19009.3709,1,15.297961
-18638.740224,1,15.301108
-17786.201984,1,15.303476
-17146.609156,1,15.306466
-18957.908893,1,15.308712
-19552.65947,1,15.31072
-18399.658966,1,15.313759
-18951.660255,1,15.315963
-19166.130039,1,15.318996
-20097.741031,1,15.322058
-17720.756393,1,15.324151
-20384.212245,1,15.327655
-19464.560353,1,15.329684
-17627.727057,1,15.333915
-18743.645713,1,15.337093
-18167.553551,1,15.34059
-17422.330279,1,15.343254
-16571.504336,1,15.345464
-19352.358704,1,15.347714
-19920.651289,1,15.349895
-18221.208489,1,15.353239
-18087.075499,1,15.356642
-17780.232773,1,15.358668
-16613.878947,1,15.361755
-19751.089644,1,15.363904
-17601.407216,1,15.366954
-18732.984587,1,15.369226
-18391.032014,1,15.371294
-18201.528302,1,15.374832
-19027.501613,1,15.37795
-18919.903183,1,15.379969
-18042.309663,1,15.382255
-18955.418051,1,15.38426
-18902.09099,1,15.386716
-19764.750938,1,15.389746
-17748.598174,1,15.391988
-17089.798415,1,15.394179
-18241.685955,1,15.39629
-19332.407236,1,15.39871
-17301.843528,1,15.400905
-19165.334592,1,15.403142
-17026.898668,1,15.405241
-18985.449871,1,15.407613
-17663.609588,1,15.409836
-18778.348469,1,15.413156
-18844.828685,1,15.415307
-18852.174405,1,15.41749
-18497.082296,1,15.419771
-17347.424611,1,15.422959
-20432.546113,1,15.42521
-18217.761776,1,15.427404
-18501.902778,1,15.429616
-18314.26244,1,15.431847
-18052.694068,1,15.435122
-17770.602754,1,15.437596
-19482.921884,1,15.440049
-18980.316051,1,15.442327
-19858.399562,1,15.444554
-17999.402101,1,15.44792
-16825.475816,1,15.450126
-18014.342682,1,15.452231
-18240.608971,1,15.455716
-19774.657663,1,15.457925
-18607.758962,1,15.461008
-19221.9218,1,15.464117
-17459.89202,1,15.46713
-18493.21547,1,15.470205
-18847.435985,1,15.472199
-17013.235282,1,15.475189
-20336.872163,1,15.477182
-18765.451657,1,15.48033
-18190.578363,1,15.482458
-20712.0496,1,15.486079
-18859.309595,1,15.488085
-16642.59075,1,15.490803
-18120.128886,1,15.49297
-17691.68037,1,15.495194
-16874.662989,1,15.497699
-19429.627457,1,15.499705
-18886.374445,1,15.501738
-18359.876231,1,15.504783
-17913.721891,1,15.506805
-20091.054882,1,15.50898
-16440.011341,1,15.510994
-19090.561187,1,15.514147
-18689.219438,1,15.516153
-19591.106933,1,15.519683
-19227.2977,1,15.523068
-18906.778848,1,15.526309
-18131.728753,1,15.5285
-17441.643931,1,15.530733
-17180.668349,1,15.533891
-18792.532752,1,15.536112
-17747.447928,1,15.538153
-19962.349393,1,15.540208
-17781.088223,1,15.542489
-18923.495237,1,15.544497
-17445.751709,1,15.546643
-16697.649598,1,15.548972
-19075.086634,1,15.552149
-18253.563734,1,15.554157
-17555.684777,1,15.55619
-17431.85116,1,15.558475
-17193.996866,1,15.561523
-17503.302024,1,15.563534
-18722.638845,1,15.56554
-17797.011057,1,15.567838
-19818.58588,1,15.569937
-20970.179502,1,15.572972
-18545.949811,1,15.57498
-17226.350871,1,15.577136
-16889.148666,1,15.579141
-17244.905143,1,15.581146
-19566.719973,1,15.584317
-18591.989397,1,15.58631
-18578.032596,1,15.589477
-18166.091732,1,15.592598
-18200.465513,1,15.594673
-18395.354343,1,15.59829
-18063.181528,1,15.601688
-19221.979206,1,15.603794
-20113.032766,1,15.606784
-17587.453529,1,15.608849
-16725.341323,1,15.610842
-18104.399321,1,15.612836
-20496.273152,1,15.616283
-19106.483708,1,15.619371
-18448.681316,1,15.622497
-19817.384406,1,15.624595
-19731.137317,1,15.626673
-19461.024653,1,15.62871
-19756.695606,1,15.631799
-18061.884757,1,15.634829
-19128.051204,1,15.637383
-20817.03107,1,15.63948
-19779.172523,1,15.641634
-18587.637492,1,15.644624
-18499.597603,1,15.647849
-17236.964738,1,15.649897
-19003.533376,1,15.653048
-20273.813388,1,15.656708
-19868.861333,1,15.658747
-17585.91831,1,15.66074
-18209.073175,1,15.662961
-19373.129688,1,15.665971
-18272.441037,1,15.667996
-17944.483684,1,15.670089
-17677.119841,1,15.673698
-18618.767166,1,15.675692
-16960.102301,1,15.678011
-18351.044296,1,15.680002
-17513.441568,1,15.681997
-18581.466564,1,15.685021
-19315.566708,1,15.687121
-18148.502066,1,15.689127
-18919.589163,1,15.692146
-18683.038434,1,15.697234
-17376.097215,1,15.700694
-18846.850905,1,15.706033
-18818.681803,1,15.709373
-19864.980777,1,15.712646
-18913.139789,1,15.714661
-18633.510206,1,15.717694
-19800.100423,1,15.720823
-18789.463491,1,15.722868
-19053.8278,1,15.726519
-17977.152927,1,15.729711
-18558.193135,1,15.731704
-17869.625277,1,15.73484
-16350.568557,1,15.737168
-19367.703169,1,15.740215
-18856.418836,1,15.742223
-17625.501887,1,15.748239
-19118.18831,1,15.752959
-18328.181031,1,15.757595
-17273.593954,1,15.761349
-16092.020118,1,15.764583
-17211.059258,1,15.769684
